item_id,title,price,currency,sold_date,condition,url
287224841331,Hypno Pokemon 2022 Holo E2 Town on No Map 1st ED Japanese 042/092 PSA 10,230797.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/287224841331
117147129094,2016 POKEMON JAPANESE XY PROMO #293 MARIO PIKACHU PSA 10,1528032.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/117147129094
127812318164,2009 POKEMON JPN PROMO POKEMON BATTLE TOUR #049 MEWTWO-HOLO PSA 10,318340.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/127812318164
406085352207,[PSA 10] Mewtwo & Mew GX 098/094 Miracle Twins Alternate Art Japanese POKEMON,569908.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/406085352207
287263681616,Rayquaza 2008 Japanese Pokemon Diamond Pearl Cry From Mysterious 442 Holo PSA 10,336326.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/287263681616
306867117330,2023 POKEMON JPN SV2A-POKEMON 151 SPECIAL ART RARE #201 CHARIZARD EX PSA 10,159170.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/306867117330
117135053060,2023 POKEMON JPN SV2A-POKEMON 151 SPECIAL ART RARE #201 CHARIZARD EX PSA 10,179544.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/117135053060
227291025974,PSA 10 Pokemon Card Umbreon ex SV8a 217/187 SAR Terastal Festival EX Japanese,115398.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/227291025974
287263640835,2001 Pokemon Japanese Magikarp #012 Expedition 1st Edition PSA 10 GEM MINT JP,274568.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/287263640835
298184039005,2001 POKEMON JPN EXPEDITION 1ST ED #012 MAGIKARP PSA 10,238755.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/298184039005
306883563546,1998 POKEMON JAPANESE GYM TRAINER MISTY'S TEARS PSA 10,284914.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/306883563546
287263630351,2003 POKEMON JPN PROMO TRAINERS MAGAZINE VOL. 20 #021/T TYRANITAR EX PSA 10,116990.0,JPY,2026-04-16,新品 (その他),https://www.ebay.com/itm/287263630351
