item_id,title,price,currency,sold_date,condition,url
298209284533,2026年 ポケモンjpn m4-ninja spinner スペシャルアートレア #114 メガグレニンジャex PSA 10,122561.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298209284533
306870657989,2019 ポケモンjpn Sプロモポケモンセンター渋谷オープニング渋谷のピカチュウpsa 10,140070.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306870657989
306870667671,2018 ポケモン日本 smプロモポケモンカードフレンドリーショップ #249 pikachu PSA 10,103620.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306870667671
117134395386,2026年 ポケモンjpn m4-ninja spinner スペシャルアートレア #114 メガグレニンジャex PSA 10,127336.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117134395386
306871140016,2005年 ポケモン日本ゴールデンスカイ、シルバーリーオーシャン #093 タイラニターex-holo PSA 10,461593.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306871140016
206211040905,2024年 ポケモン SV8A 日本製 #217 Umbreon exスペシャルアートレアpsa 10 逸品新品同様,114602.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/206211040905
306870667627,2021年 ポケモン日本sプロモポケモンスタンプボックス #226 フルアート/クラモラントpsa 10,132589.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306870667627
117132930970,2025年 ポケモン日本インフェルノxスペシャルアートレア #110 メガチャリザードx ex PSA 10,210900.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117132930970
117134212313,1999 ポケモンジャパニーズジム 2 #113 ________________________ _ Chanse,148346.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117134212313
206211036942,ポケモン渋谷のピカチュウPMセンターオープニング日本のホロプロモーション002 / S-P PSA 10,132111.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/206211036942
117134060670,2010年 ポケモン日本ワールドコレクションイタリアンピカチューホロPSA 10,149520.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117134060670
298209139403,2020 ポケモン日本sプロモ #036 レスキュー チーム dx's pikachu PSA 10,167129.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298209139403
298209793587,1996 ポケモンベースセット日本語 #3 ヴェノールホロ PSA 10,666763.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298209793587
117134212226,1999 ポケモン日本山吹シティジムデッキ #94 サブリナのジェンガー PSA 10,1901604.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117134212226
298207660090,2023 ポケモンjpn wcs23-世界チャンピオンシップ横浜デッキ #001 pikachu ex PSA 10,119378.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/298207660090
306884682792,2017年 ポケモン 日本製 SM プロモ EEVEE メガ キャンペーンポンチョ 着用 EEVEE PSA 10,429600.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306884682792
406842337441,Pokemon Card Gyarados 002/015 Garchomp Half Deck Holo 2012 Japanese PSA 10,199468.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/406842337441
306873628905,PSA 10 逸品新品同様 日本製 Shiny Mew UR ゴールド 030/028 25周年記念 2021 ポケモン,100277.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306873628905
287278302107,ポケモン ジラティナ V ロストアビス 日本製 フルアルトアート #111 PSA 10 逸品新品同様,318338.0,JPY,2026-04-17,Consign With Us! Up to 95% Payouts on Your Cards!,https://www.ebay.com/itm/287278302107
306876733640,2008年 ポケモン日本ボンドタイム初版じらちホロPSA 10,127336.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306876733640
117144923843,2021年 ポケモン日本sプロモポケモンスタンプボックス #226 フルアート/クラモラントpsa 10,135295.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117144923843
336537881226,PSA 10 シャンク ワンピース3周年記念ゴールド #004 2025 OP13 日本逸品新品同様,182648.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/336537881226
227275842172,PSA 10 グルードンexフルアート初版ヘイルブリザード日本語2011ポケモンカード#054,374050.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/227275842172
306884826176,2018 ポケモン日本のsmプロモ #270 レッドのピカチュウpsa 10,175087.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306884826176
117091437291,2023年 ポケモンjpn sv4a-shiny treasure exスペシャルアートレア #347 Mew ex PSA 10,159170.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/117091437291
306884429356,2025年 ポケモン日本製 M2-INFERNO X スペシャルアートレアメガチャリザードX EX PSA 10,226020.0,JPY,2026-04-17,新品 (その他),https://www.ebay.com/itm/306884429356
